node_id,alertname,dc_id,dc_name,guestos_version,ip_address,ipv4_connectivity_status,node_hardware_generation,node_operator_id,node_provider_id,node_provider_name,node_type,owner,region,status,subnet_id
qowce-hpatx-sz3de-t6iwa-6keak-jdxmo-5gmmw-iohme-ngbmx-wegof-jqe,,at2,Atlanta 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:3fc0:2001:0:6801:86ff:fef1:64c4,False,GenUnknown,5syyj-syqbw-ubz3m-f4lkg-u7v2j-madhv-3s4vx-yl67f-bets5-xmrbf-zae,sma3p-ivkif-hz7nu-ngmvq-ibnjg-nubke-zf6gh-wbnfc-2dlng-l3die-zqe,"BLP22, LLC",UNASSIGNED,Datasite,"North America,US,Georgia",UP,
qp3lh-25yxy-dlk4t-ay73d-frr4t-3kmi5-35kqg-3vvbq-26qhh-6xrdr-oqe,,sg2,Singapore 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2401:3f00:1000:22:6801:8aff:feb9:8c57,True,GenUnknown,qffmn-uqkl2-uuw6l-jo5i6-obdek-tix6f-u4odv-j3265-pcpcn-jy5le-lae,6nbcy-kprg6-ax3db-kh3cz-7jllk-oceyh-jznhs-riguq-fvk6z-6tsds-rqe,OneSixtyTwo Digital Capital,REPLICA,Telin,"Asia,SG,Singapore",UP,uzr34-akd3s-xrdag-3ql62-ocgoh-ld2ao-tamcv-54e7j-krwgb-2gm4z-oqe
qpt6h-7m7xq-4crv7-pml2g-2jsxx-vxgv4-eka6d-hq4xj-73u5v-bsaki-zae,,cm1,Colombo 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2404:f000:100:200:6801:a4ff:fe36:9f2b,False,GenUnknown,ywjtr-pq5wc-m6foq-tyxvk-2a3wc-dlg3k-aaebf-6rk2d-5yvn7-tf743-gqe,eybf4-6t6bb-unfb2-h2hhn-rrfi2-cd2vs-phksn-jdmbn-i463m-4lzds-vqe,Geodd Pvt Ltd,REPLICA,OrionStellar,"Asia,LK,Colombo",UP,xok3w-cnepj-fg6aa-cjitt-uoxod-4ddsy-nc7dq-zwudz-o6jar-rzstb-gqe
qq67s-ns23l-3f26f-dtwt2-sgjv7-qu3h4-uw7u7-qm4pm-wg3hb-bpc2i-oae,,mm1,Miami,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:1900:2200:d01b:6801:9fff:fee0:a8bb,True,GenUnknown,kn6jm-wbdbm-2djab-iyyjm-n3mpl-nxvsl-wr7ka-nq5rp-d4opu-jbnkr-bae,g7dkt-aapqq-j3hqt-xtiys-pwapz-idulp-nwagd-zibqm-caxa4-gc23t-3qe,NODAO,UNASSIGNED,Digital Realty,"North America,US,Florida",UP,
qqf2c-pemme-z3jjj-4mary-242f7-t4jwr-fqyqj-plih4-2ctly-l532i-fae,,ch2,Chicago 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:7e00:50:0:6801:59ff:fee9:f5df,False,GenUnknown,xva5m-wnbzg-6ean2-jy7nd-x45u2-2nyym-meijo-f5qek-raubh-3n76g-jqe,ss6oe-fm7b2-b5r57-y3x74-omrz5-d5pgy-5iwtw-4aew5-aqj3l-6ydra-wqe,Arceau NP LLC,UNASSIGNED,Tierpoint,"North America,US,Illinois",UP,
qtcl6-k4m2v-zr4fp-2jvwf-2h46j-l3mg5-lwlxy-3wsh7-hghcp-afdsa-6qe,,kr1,Seoul 3,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a0c:b641:b21:2b:6801:6cff:fe00:d9fa,False,GenUnknown,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,KT,"Asia,KR,Seoul",UP,cv73p-6v7zi-u67oy-7jc3h-qspsz-g5lrj-4fn7k-xrax3-thek2-sl46v-jae
qtf43-dij76-6vov3-3eunl-va54q-6wal6-xnwsf-j7eiq-jm64l-pits5-fqe,,ch3,Chicago 3,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2607:ff70:3:2:6801:92ff:feb6:74a1,False,GenUnknown,kguzs-hshnk-cn46m-vabri-t7mtm-th4lo-qsf5g-f2trp-xxatj-44aut-kqe,2dgp4-h57n4-a4kgx-n4uun-huo3a-wbdlc-m57wd-jtkuh-g5vcc-fcbby-6qe,"100 Count Holdings, LLC",UNASSIGNED,CyrusOne,"North America,US,Illinois",UP,
quask-huvmc-5iqni-jhm32-ozidn-3t6da-rskuu-bb5ik-2esuo-jooan-wqe,IC_Orchestrator_RegistryBehind,pl1,Portland,ab62c6ec1c3b5f492df53c05bb0bf5f2eb6298ba,2600:3004:1200:1200:6801:6dff:fe97:e739,False,GenUnknown,dvfhx-jb24w-j6t5m-i7hv7-7a6on-heiyd-cgjrk-kby5c-nhej4-lmbql-yae,dodsd-rsjlg-sgekb-gr6mi-l6fck-tscwk-4jzgl-fwk4q-ncoyu-ulx53-aqe,Uvaca Labs LLC,UNASSIGNED,Flexential,"North America,US,Oregon",DEGRADED,
qvguz-cfp5f-otty5-v74o4-6ys5b-t2h5p-r6b5y-7wnaq-yi4x3-yazqd-hae,,im1,Douglas 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a01:6a01:1:0:6801:d3ff:fe3f:5032,False,GenUnknown,4isre-d3zxy-xpque-tagdf-xdzjp-hk7x3-szquu-kuwej-52cfy-f6jwc-zqe,rpfvr-s3kuw-xdqrr-pvuuj-hc7hl-olytw-yxlie-fmr74-sr572-6gdqx-iqe,Blue Ant LLC,REPLICA,Manx Telecom,"Europe,IM,Douglas",UP,mpubz-g52jc-grhjo-5oze5-qcj74-sex34-omprz-ivnsm-qvvhr-rfzpv-vae
qvn2y-tzm7h-gk7qw-n6jou-thzxu-xnnpn-4mdlo-asjxd-eps6v-3dmiv-lae,,im1,Douglas 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a01:6a01:1:0:6801:78ff:fe9d:1fe0,False,GenUnknown,4isre-d3zxy-xpque-tagdf-xdzjp-hk7x3-szquu-kuwej-52cfy-f6jwc-zqe,rpfvr-s3kuw-xdqrr-pvuuj-hc7hl-olytw-yxlie-fmr74-sr572-6gdqx-iqe,Blue Ant LLC,REPLICA,Manx Telecom,"Europe,IM,Douglas",UP,snjp4-xlbw4-mnbog-ddwy6-6ckfd-2w5a2-eipqo-7l436-pxqkh-l6fuv-vae
qvskl-y3tsp-bnmtl-k4duq-vdcnn-zb4f2-vea23-x2vz2-jpv5d-jzwzx-eqe,,sl1,Seoul 1,cf1ef976fe18d402f61345af07c0f75c1f86dc25,2001:ed0:a:101:6801:cdff:fea2:17fc,False,GenUnknown,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,w4asl-4nmyj-qnr7c-6cqq4-tkwmt-o26di-iupkq-vx4kt-asbrx-jzuxh-4ae
qw55j-mkn6t-m3oks-fbzdh-fyzy4-v33ut-yhwo7-uwjvm-qliaf-urnkz-eqe,,to1,Toronto,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:4c8:107f:8100:6801:85ff:fe15:2f44,False,GenUnknown,wrg4t-j7q47-ujpct-veypa-6s2w7-6jw5o-z4iec-wc7er-egjlo-t4kza-7qe,2wxzd-qrbrs-ailta-kdtyb-ucg35-xcxd4-txevb-ot7hx-wiyus-szcca-nqe,0X52,UNASSIGNED,Cyxtera,"North America,CA,Ontario",UP,
qxvr7-xfr5r-n7m6r-34mgt-mn3lw-mv35s-mibdl-bnfeb-ptf2d-s3osk-2ae,,or1,Orlando,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:3fc0:3002:0:6801:bdff:fe17:9f3e,False,GenUnknown,2rqo7-ot2kv-upof3-odw3y-sjckb-qeibt-n56vj-7b4pt-bvrtg-zay53-4qe,wwdbq-xuqhf-eydzu-oyl7p-ga565-zm7s7-yrive-ozgsy-zzgh3-qwb3j-cae,"Giant Leaf, LLC",UNASSIGNED,Datasite,"North America,US,Florida",UP,
qzhuj-nrvb7-pe3j4-qe2td-jfgco-xfkln-7zmcr-wopiq-pb3jk-dchd4-6qe,,an1,Antwerp,c25143850963143c9ee6bec77fe8ccf8306a4949,2001:920:401a:1708:6801:1dff:febd:5dc1,False,GenUnknown,k4aor-vlk45-2i4fz-pp3cs-nu5jg-35nva-ftbjl-7fxfd-fks6n-6taxd-4qe,g7dkt-aapqq-j3hqt-xtiys-pwapz-idulp-nwagd-zibqm-caxa4-gc23t-3qe,NODAO,REPLICA,Datacenter United,"Europe,BE,Flanders",UP,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae
qzoiw-a437g-36thd-lkgpy-qnzo3-devgc-a3rp2-wodun-qmvp2-j37fr-2qe,,jv1,Jacksonville,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2600:2c01:21:0:6801:78ff:fefb:54bc,False,GenUnknown,mwn4q-m7agh-z77ry-lk3ee-6ndte-kkfmm-yxtb4-mfqyf-uq2e7-xqmyh-yqe,2hl5k-umjdt-ykii4-goecz-kkps6-nvl53-l7ost-p4mcp-qmnmw-rzrfc-mqe,ParaFi Technologies NS LLC,UNASSIGNED,Tierpoint,"North America,US,Florida",UP,
qzvif-vpece-l4rga-6l6v7-tdegr-ycnty-p3zgo-qzghb-v5hmq-edjbv-lqe,,wa3,Warszawa 3,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a00:c90:0:c:6801:3bff:fe88:9fb,False,GenUnknown,ngpk7-cjdtu-h3zkz-kum5b-q7fs5-teooc-ipecm-z2gci-qmfj6-6sxdf-tae,diyay-s4rfq-xnx23-zczwi-nptra-5254n-e4zn6-p7tqe-vqhzr-sd4gd-bqe,Artem Horodyskyi,UNASSIGNED,DataHouse,"Europe,PL,Warszawa",UP,
r2aos-l5fhk-qt5yx-xrqey-mlvit-d3uda-uwleq-5uv7v-jit7f-pvyne-eqe,,fr2,Frankfurt 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:4d78:400:10a:6801:99ff:fec6:8c04,False,GenUnknown,ujq4k-55epc-pg2bt-jt2f5-6vaq3-diru7-edprm-42rd2-j7zzd-yjaai-2qe,wdnqm-clqti-im5yf-iapio-avjom-kyppl-xuiza-oaz6z-smmts-52wyg-5ae,Virtual Hive Ltd,UNASSIGNED,Equinix,"Europe,DE,Hesse",UP,
r2epf-c7xxh-tv5iv-x4dzq-f2sr3-6zmxd-wjb24-7fle5-s55wl-zz6yp-4ae,,jv1,Jacksonville,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2600:2c01:21:0:6801:a9ff:fe6a:5768,False,GenUnknown,mwn4q-m7agh-z77ry-lk3ee-6ndte-kkfmm-yxtb4-mfqyf-uq2e7-xqmyh-yqe,2hl5k-umjdt-ykii4-goecz-kkps6-nvl53-l7ost-p4mcp-qmnmw-rzrfc-mqe,ParaFi Technologies NS LLC,UNASSIGNED,Tierpoint,"North America,US,Florida",UP,
r2ijy-htif2-j4xyp-ahqs6-ugxn4-tulc7-3bljc-jyobr-lt2kg-6i3au-6qe,,zh4,Zurich 4,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a02:41b:300e:0:6801:b7ff:fe19:52d3,False,GenUnknown,paxme-ikvh3-v6cve-in3jx-z6xf2-x67nq-4yqf5-ufdag-c7os3-byb4f-cae,ucjqj-jmbj3-rs4aq-ekzpw-ltjs3-zrcma-t6r3t-m5wxc-j5yrj-unwoj-mae,Tomahawk.vc,UNASSIGNED,Nine.Ch,"Europe,CH,Zurich",UP,
r3f2y-rztcg-6z2x2-lagdf-m7xps-mpbj2-ym3fx-k4lfs-rov2g-b3644-2ae,,hk1,HongKong 1,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2404:82c0:1:0:6801:32ff:fe9c:c224,False,GenUnknown,z6cfb-dbya3-nh4pm-nyteq-76n7d-xzi27-tf3cg-t7sz7-244qt-6rnjy-3ae,g2ax6-jrkmb-3zuh3-jibtb-q5xoq-njrgo-5utbc-j2o7g-zfq2w-yyhky-dqe,Wancloud limited,UNASSIGNED,Unicom,"Asia,HK,HongKong",UP,
r3tow-ua4wa-qsco2-qecc7-u55qh-pbne5-ezbk4-3qggb-kjcvy-s33bq-3ae,,ge1,Geneva,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a0f:cd00:2:1:6801:74ff:fe78:a464,False,GenUnknown,xdara-l6rzn-6rkv5-lwrfr-6idlg-nptsg-7x64q-w4vfd-dhwre-2pkwz-qqe,w4buy-lgwzr-pccs7-huzhh-qqnws-rns75-iaoox-jolrm-xs2ra-vdu3o-2qe,Decentralized Entities Foundation,UNASSIGNED,HighDC,"Europe,CH,Geneva",UP,
r4642-fjh73-ltnlt-qhdcr-kfujl-v3up4-5pnci-o7zqi-set7a-pvi3p-5qe,,hk1,HongKong 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2401:8a00:f:1:6801:9dff:fe00:aa27,False,GenUnknown,vzsx4-ldpic-3zcoa-mfki2-gfsai-ok7ap-gb2sp-fxvaf-ckd7h-jluem-qqe,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,Unicom,"Asia,HK,HongKong",UP,lhg73-sax6z-2zank-6oer2-575lz-zgbxx-ptudx-5korm-fy7we-kh4hl-pqe
r4dbq-jplty-hxb2n-yx4pt-dm2vf-m73ro-sqgq7-onnzn-zenvp-dleaz-mae,,sc1,Queensland 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:df2:f540:2:6801:47ff:fe7e:7ace,False,GenUnknown,srrm2-zawrj-4euwg-w24k6-yiwlj-ln6r7-kxkgb-itaal-efw4m-fp36x-bqe,fwnmn-zn7yt-5jaia-fkxlr-dzwyu-keguq-npfxq-mc72w-exeae-n5thj-oae,ANYPOINT PTY LTD,REPLICA,NEXTDC,"Oceania,AU,Queensland",UP,6pbhf-qzpdk-kuqbr-pklfa-5ehhf-jfjps-zsj6q-57nrl-kzhpd-mu7hc-vae
r4n6c-jrhs3-sk7hs-b4ach-gimkm-7adf6-tg53h-tajj5-goqip-76bja-cae,,or1,Orlando,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:3fc0:3002:0:6801:8cff:fe58:7dcf,False,GenUnknown,2rqo7-ot2kv-upof3-odw3y-sjckb-qeibt-n56vj-7b4pt-bvrtg-zay53-4qe,wwdbq-xuqhf-eydzu-oyl7p-ga565-zm7s7-yrive-ozgsy-zzgh3-qwb3j-cae,"Giant Leaf, LLC",UNASSIGNED,Datasite,"North America,US,Florida",UP,
r5isr-snkha-pplwq-qorll-ovvea-rr7gz-efiq4-kabay-27hwo-jbcij-4qe,,ch3,Chicago 3,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2607:ff70:3:2:6801:bbff:fe0e:3ce9,False,GenUnknown,kguzs-hshnk-cn46m-vabri-t7mtm-th4lo-qsf5g-f2trp-xxatj-44aut-kqe,2dgp4-h57n4-a4kgx-n4uun-huo3a-wbdlc-m57wd-jtkuh-g5vcc-fcbby-6qe,"100 Count Holdings, LLC",UNASSIGNED,CyrusOne,"North America,US,Illinois",UP,
r5zha-ytiej-livta-dgmfr-j6kma-rdl4t-hldjg-hbydh-ogyjt-fow5r-4qe,,tb1,Tbilisi 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a0a:5000:0:3:6801:d3ff:fee3:3a86,False,GenUnknown,yhfy4-ny5ww-huz33-bkxym-eu27d-htlt4-yi77a-hvdqb-wpdlv-2cky7-uae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,REPLICA,Cloud9,"Asia,GE,Tbilisi",UP,yinp6-35cfo-wgcd2-oc4ty-2kqpf-t4dul-rfk33-fsq3r-mfmua-m2ngh-jqe
r7few-pljgn-iynmr-iprtj-p66dg-qpc5m-2tx4m-245oc-6dzgk-pu2wy-dae,,bu1,Bucharest,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a04:9dc0:0:108:6801:97ff:fe25:2717,False,GenUnknown,c5ssg-eh22p-pmsn6-fpjzj-k5nql-mx5mc-7gb4a-4klco-c4f37-ydnfp-bae,i7dto-bgkj2-xo5dx-cyrb7-zkk5y-q46eh-gz6iq-qkgyc-w4qte-scgtb-6ae,Iancu Aurel,REPLICA,M247 ,"Europe,RO,Bucuresti",UP,vcpt7-niq42-6snup-7kcgy-cndz6-srq6n-h6vwi-oswri-a3guc-v5ssd-5qe
rbq63-rtl4m-m27wq-eddoz-obith-vp3md-4qru2-ixpdn-ll66h-flbxc-pqe,,at2,Atlanta 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2604:3fc0:2001:0:6801:60ff:feb4:ef40,False,GenUnknown,spsu4-5hl4t-bfubp-qvoko-jprw4-wt7ou-nlnbk-gb5ib-aqnoo-g4gl6-kae,wwdbq-xuqhf-eydzu-oyl7p-ga565-zm7s7-yrive-ozgsy-zzgh3-qwb3j-cae,"Giant Leaf, LLC",REPLICA,Datasite,"North America,US,Georgia",UP,xlkub-3thlm-uha3c-hqmfw-qykp5-6rldi-hpfxy-nwyxy-w6bbk-tpg5h-vqe
rdjal-day5j-ugo65-7mfyd-6phlv-wppu7-7w3rl-3kjif-6tksn-pbeu2-pae,,jb1,Gauteng 1,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2c0f:f708:b:101:6801:7cff:fe09:6f46,False,GenUnknown,2rzvs-dyynq-3chdr-svjev-vdotj-blgs2-yrxfu-jbpm4-wzzht-zirb4-mqe,unqqg-no4b2-vbyad-ytik2-t3vly-3e57q-aje2t-sjb5l-bd4ke-chggn-uqe,Karel Frank,UNASSIGNED,Teraco,"Africa,ZA,Gauteng",UP,
rfe2u-pdp5u-frzdb-r2ga3-5jept-24323-5pere-7lerg-toh4w-cwdsl-cqe,,sh1,Stockholm 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:4c08:2003:b09:6801:f5ff:fe5b:d6a4,False,GenUnknown,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,4ecnw-byqwz-dtgss-ua2mh-pfvs7-c3lct-gtf4e-hnu75-j7eek-iifqm-sqe
rfkza-27bii-6jan4-u4zll-lkvmz-snmao-irmlj-arpdd-kyxrg-xnq3a-7ae,,tv1,Tel Aviv 1,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a03:ff40:dcbe:1019:6801:90ff:fef0:226e,False,GenUnknown,lis4o-siuek-6zrm6-g5pkh-lswnt-ttsd4-henvb-d6mit-lgfpr-lynph-xae,6sq7t-knkul-fko6h-xzvnf-ktbvr-jhx7r-hapzr-kjlek-whugy-zt6ip-xqe,GeoNodes LLC,REPLICA,Interhost,"Asia,IL,Tel Aviv",UP,uzr34-akd3s-xrdag-3ql62-ocgoh-ld2ao-tamcv-54e7j-krwgb-2gm4z-oqe
rg2yy-3or4h-pllvs-aczz3-dgf2k-3m3d5-oresl-easzv-2xa6h-7eoda-zqe,,ge2,Geneva 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a00:fa0:3:0:6801:c9ff:fe25:4d30,False,GenUnknown,5atxd-q4jom-dtpxr-awd3p-e562x-hpavj-godtj-g6vmz-of2c6-ildhh-fae,7ryes-jnj73-bsyu4-lo6h7-lbxk5-x4ien-lylws-5qwzl-hxd5f-xjh3w-mqe,Extragone SA,REPLICA,SafeHost,"Europe,CH,Geneva",UP,tdb26-jop6k-aogll-7ltgs-eruif-6kk7m-qpktf-gdiqx-mxtrf-vb5e6-eqe
rhy7d-pjsmu-5ljz7-vuaio-ihiaq-iysyk-np226-tirem-kuw7n-v2i2w-iqe,,br2,Brussels 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:920:401a:1706:6801:3eff:fef9:524a,False,GenUnknown,oorkg-ilned-36bwb-vyprm-56g55-hp6xq-gucq3-fmn2i-44a4e-txzlp-gqe,rbn2y-6vfsb-gv35j-4cyvy-pzbdu-e5aum-jzjg6-5b4n5-vuguf-ycubq-zae,Allusion,REPLICA,AtlasEdge,"Europe,BE,Brussels Capital",UP,mpubz-g52jc-grhjo-5oze5-qcj74-sex34-omprz-ivnsm-qvvhr-rfzpv-vae
rkfp2-lrkrf-t5dsj-qufu7-75l37-zqskd-aqivc-sim4o-3kwpp-ksudf-kae,,an1,Antwerp,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:920:401a:1708:6801:2bff:fef2:696a,False,GenUnknown,z4wll-7faab-6nzvh-bongq-wk46y-3y5th-ou7ft-lwlmf-35vzy-3bmqo-3qe,acqus-l4yyc-h44lw-grfxw-h7jqf-mtvt3-huwmj-4s372-sc5db-5nsfr-2ae,DeNoDe,UNASSIGNED,Datacenter United,"Europe,BE,Flanders",UP,
rkzu3-pcime-656cn-67oho-rkmjy-ko335-tjxqq-cd3cc-zmv4f-3kgug-pae,,at2,Atlanta 2,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:3fc0:2001:0:6801:6cff:fe50:66d7,False,GenUnknown,5syyj-syqbw-ubz3m-f4lkg-u7v2j-madhv-3s4vx-yl67f-bets5-xmrbf-zae,sma3p-ivkif-hz7nu-ngmvq-ibnjg-nubke-zf6gh-wbnfc-2dlng-l3die-zqe,"BLP22, LLC",UNASSIGNED,Datasite,"North America,US,Georgia",UP,
rl4ec-tk6gm-5pc5u-2vtnm-vim5f-xgjik-iolpy-lhjof-yvnu2-mwixm-vae,,br2,Brussels 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:920:401a:1706:6801:d2ff:fe2a:e445,False,GenUnknown,oorkg-ilned-36bwb-vyprm-56g55-hp6xq-gucq3-fmn2i-44a4e-txzlp-gqe,rbn2y-6vfsb-gv35j-4cyvy-pzbdu-e5aum-jzjg6-5b4n5-vuguf-ycubq-zae,Allusion,REPLICA,AtlasEdge,"Europe,BE,Brussels Capital",UP,shefu-t3kr5-t5q3w-mqmdq-jabyv-vyvtf-cyyey-3kmo4-toyln-emubw-4qe
rlmqf-hky3o-yeebj-bonzb-g2bdz-gj7bw-5gxdy-ykzm2-l6ado-yh64c-nqe,,or1,Orlando,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2604:3fc0:3002:0:6801:5dff:fec1:6a66,False,GenUnknown,2rqo7-ot2kv-upof3-odw3y-sjckb-qeibt-n56vj-7b4pt-bvrtg-zay53-4qe,wwdbq-xuqhf-eydzu-oyl7p-ga565-zm7s7-yrive-ozgsy-zzgh3-qwb3j-cae,"Giant Leaf, LLC",UNASSIGNED,Datasite,"North America,US,Florida",UP,
rm5ia-lmctw-ylpu6-j7sx2-h7zgv-whmjk-4guew-6n3li-mwdjx-clfg3-vqe,,ch3,Chicago 3,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2607:ff70:3:2:6801:73ff:fee8:50fa,False,GenUnknown,kguzs-hshnk-cn46m-vabri-t7mtm-th4lo-qsf5g-f2trp-xxatj-44aut-kqe,2dgp4-h57n4-a4kgx-n4uun-huo3a-wbdlc-m57wd-jtkuh-g5vcc-fcbby-6qe,"100 Count Holdings, LLC",UNASSIGNED,CyrusOne,"North America,US,Illinois",UP,
rp2ka-fxcyf-ghmgv-rgi3q-ugpxs-t2xfv-an2zj-yjzfk-kkpuu-pbha5-5qe,,zh2,Zurich 2,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a00:fb01:400:200:6801:3bff:fe4f:8cdd,False,GenUnknown,s7dud-dfedw-dmrax-rjvop-5k4qw-htm4w-gj7ak-j2itz-txwwn-o5ymv-tae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Everyware,"Europe,CH,Zurich",UP,yinp6-35cfo-wgcd2-oc4ty-2kqpf-t4dul-rfk33-fsq3r-mfmua-m2ngh-jqe
rphlf-rfstt-sg5fi-ytcie-gnuwt-osv5d-fg32b-stlgf-5ajgi-tiw2i-eae,,br1,Brussels,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2001:920:401a:1710:6801:79ff:febe:b045,False,GenUnknown,mjeqs-wxqp7-tecvn-77uxe-eowch-4l4gy-6lc6f-ys6je-qnybm-5fxya-qqe,rbn2y-6vfsb-gv35j-4cyvy-pzbdu-e5aum-jzjg6-5b4n5-vuguf-ycubq-zae,Allusion,REPLICA,Digital Realty,"Europe,BE,Brussels Capital",UP,jtdsg-3h6gi-hs7o5-z2soi-43w3z-soyl3-ajnp3-ekni5-sw553-5kw67-nqe
rpmaq-iinj7-yufzr-4ekre-4sbok-wzkzu-guxeq-sxmvi-5rqm4-3kfe2-oae,,zh6,Zurich 6,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2a01:2a8:a13c:1:6801:18ff:fec5:5f32,False,GenUnknown,ciprs-d7ktn-eiqrv-pqbcf-npk57-ty4m3-npkk2-yu4en-d4ccs-ek5xw-dae,6r5lw-l7db7-uwixn-iw5en-yy55y-ilbtq-e6gcv-g22r2-j3g6q-y37jk-jqe,Sygnum Bank,UNASSIGNED,Green.ch,"Europe,CH,Zurich",UP,
rs6nl-3tgam-nozcx-g77tr-hcslf-hpnhd-zl5ah-p4aei-pwqyr-rebml-vqe,,sj2,San Jose,9152ba15ab6cc3c12eb407e13f8ee483a1d5723c,2001:438:fffd:4a:6801:9ff:fe7d:3d99,False,GenUnknown,eikix-bqjrk-7eadr-nvgoa-drao2-2t54l-kfbs2-34gdr-sbssy-ir4rj-rae,ks7ow-zvs7i-ratdk-azq34-zio2b-gbekj-qjicg-pfhp3-ovhgu-k5qql-dae,"BlockTech Ventures, LLC",UNASSIGNED,Digital Realty,"North America,US,California",UP,
rthrv-pmmvr-cgqww-nkkqy-nvxg7-47et5-qog5f-ztsyu-zap7f-qgzl5-zqe,,ge1,Geneva,a299620cd5e73ed21b415f2ebe3da0bb43a3649d,2a0f:cd00:2:1:6801:e4ff:fe00:c921,False,GenUnknown,xdara-l6rzn-6rkv5-lwrfr-6idlg-nptsg-7x64q-w4vfd-dhwre-2pkwz-qqe,w4buy-lgwzr-pccs7-huzhh-qqnws-rns75-iaoox-jolrm-xs2ra-vdu3o-2qe,Decentralized Entities Foundation,REPLICA,HighDC,"Europe,CH,Geneva",UP,3hhby-wmtmw-umt4t-7ieyg-bbiig-xiylg-sblrt-voxgt-bqckd-a75bf-rqe
rtjw5-ja7cv-j7nyl-jc5mc-t7lol-wjouh-nh6tm-baoba-wzra6-toyp5-iqe,,im2,Douglas 2,c25143850963143c9ee6bec77fe8ccf8306a4949,2a03:9e00:40a:ffff:6801:66ff:fef6:eb05,False,GenUnknown,ylbc3-d72nf-cv76h-era7m-zefob-r5kyw-kvdtp-xq4ep-nthfy-ml5ua-iae,glrjs-2dbzh-owbdd-fpp5e-eweoz-nsuto-e3jmk-tl42c-wem4f-qfpfa-qqe,Zarety LLC,REPLICA,Continent8,"Europe,IM,Douglas",UP,pzp6e-ekpqk-3c5x7-2h6so-njoeq-mt45d-h3h6c-q3mxf-vpeq5-fk5o7-yae
