,node_id,alertname,dc_id,dc_name,guestos_tee_active,guestos_version,ip_address,ipv4_connectivity_status,node_hardware_generation,node_operator_id,node_provider_id,node_provider_name,node_type,owner,region,status,subnet_id
322,b3ml3-v62hu-gdyb5-2raax-b33g2-nav6y-i5d3n-carmz-tosee-rbhk3-lqe,,li1,Lisbon 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:1c60:0:14:6801:87ff:fe6d:f27a,False,Gen2,xbvdm-vrdwg-wcvpo-dwsdp-akpmo-sresk-53cg5-mwpn3-adhco-rwzym-gqe,3oqw6-vmpk2-mlwlx-52z5x-e3p7u-fjlcw-yxc34-lf2zq-6ub2f-v63hk-lae,Vladyslav Popov,REPLICA,Dotsi,"Europe,PT,Lisbon",UP,
323,b44r4-u77ay-myhhv-d6d75-jusik-b7ry2-g6ms5-6okxm-tumyx-rjm4g-4ae,,bn1,South Moravian Region 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a01:430:18c:0:6801:4fff:feff:296,False,Gen2,zc635-ppr46-ap6eg-pghtn-wtnxz-6czvv-a4uxm-adjgb-wtoh4-2ddnl-uae,efem5-kmwaw-xose7-zzhgg-6bfif-twmcw-csg7a-lmqvn-wrdou-mjwlb-vqe,Lukas Helebrandt,REPLICA,Master Internet,"Europe,CZ,South Moravian Region",UP,
325,bafm2-xnr2g-ztwfs-dnc5i-gqygr-sne73-6nyu2-66x2z-qnax4-ec5ru-hae,,sh1,Stockholm 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:4c08:2003:b09:6801:f2ff:febd:7436,False,Gen1,lgp6d-brhlv-35izu-khc6p-rfszo-zdwng-xbtkh-xyvjg-y3due-7ha7t-uae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Digital Realty,"Europe,SE,Stockholm",UP,
327,bbagu-dnle7-gc3zz-7dqkj-aflcj-c5nvr-w36w6-zbk6x-mutkh-sj55s-yqe,,gn1,Greater Noida 1,,44e6a4830a03f05101a33d7baeb1f92c5c8093bc,2406:1840:2100:1:6801:5bff:fe4d:51f5,False,Gen2,slaxf-2q2iy-ikmsy-u2jnq-ev2u2-z2ryl-5w4ri-uf2v3-hxfuc-yrdbx-uae,cp5ib-twnmx-h4dvd-isef2-tu44u-kb2ka-fise5-m4hta-hnxoq-k45mm-hqe,ACCUSET SOLUTIONS,REPLICA,Yotta,"Asia,IN,Greater Noida",DOWN,
332,be67j-mejux-36lii-z6zwy-2pp4h-tajau-hl3kg-4rqb6-fbrst-3ciik-nae,,hk1,HongKong 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:8a00:f:1:6801:f0ff:fe25:bff2,False,Gen2,vzsx4-ldpic-3zcoa-mfki2-gfsai-ok7ap-gb2sp-fxvaf-ckd7h-jluem-qqe,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,UNASSIGNED,Unicom,"Asia,HK,HongKong",UP,
335,bfj6y-cmhcf-6fxs7-ku2u4-tucww-b2eej-2dmap-snurk-3yaks-ss7xe-rae,,pl2,Panvel 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:100:15:6801:8fff:fe6e:e500,True,Gen2,7rw6b-6r7qv-al3uk-rimg7-ifkjv-hettz-lhmly-t55g7-xrwac-25ayy-wae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,API_BOUNDARY,Yotta,"Asia,IN,Panvel",UP,
346,bptaj-nejw4-osqqa-zwrej-ysl2o-5ffgj-hkjr6-2w6fi-jczex-vjutw-iae,,ta2,Tallinn 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a07:9280:0:7:6801:4dff:fedb:1d70,False,Gen2,y3nsb-fnmit-izacl-h6xxg-djjye-lgpll-hpsot-oztv7-ezzge-7w2ot-nqe,3oqw6-vmpk2-mlwlx-52z5x-e3p7u-fjlcw-yxc34-lf2zq-6ub2f-v63hk-lae,Vladyslav Popov,REPLICA,Telia DC,"Europe,EE,Tallinn",UP,
348,bs2f6-hqzox-bkqoe-aw3jj-7lso3-hyo33-tiq74-kuinv-ucdez-vtt4a-3ae,,zh2,Zurich 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:fb01:400:200:6801:22ff:fe69:615c,False,Gen1,db7fe-oft52-pi5du-za72s-sh5oy-6wmnv-hje7y-i5k2l-txseu-anq6c-rqe,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,REPLICA,Everyware,"Europe,CH,Zurich",UP,
350,bv2x3-p2b3h-b23rg-aoq3s-kdzo2-pipmf-5y2me-jfa4w-tb7vr-qistz-2ae,,cm1,Colombo 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2404:f000:100:200:6801:e2ff:fea5:d4d3,False,Gen2,ywjtr-pq5wc-m6foq-tyxvk-2a3wc-dlg3k-aaebf-6rk2d-5yvn7-tf743-gqe,eybf4-6t6bb-unfb2-h2hhn-rrfi2-cd2vs-phksn-jdmbn-i463m-4lzds-vqe,Geodd Pvt Ltd,REPLICA,OrionStellar,"Asia,LK,Colombo",UP,
352,bxczc-ao2x4-yzmq4-o2ezo-7mjct-ypeqs-6rcyl-ozl5d-j64m6-blata-iae,,pc1,Panama City 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:f180:9:1a:6801:caff:fe3f:5e5,False,Gen2,qaes5-yo2iq-rhzta-vsh6g-ksq6o-yxtlb-lakue-snalc-ubxec-h3hy6-hae,eatbv-nlydd-n655c-g7j7p-gnmpz-pszdg-6e6et-veobv-ftz2y-4m752-vqe,Bianca-Martina Rohner,REPLICA,Navegalo,"North America,PA,Panama City",UP,
356,c2ewt-wic55-asi27-6eoeu-rn7bq-xjzmz-dzxg2-pxrfw-qeinw-yrj52-7ae,,bt1,Vilnius 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:1ab9:f002:5:6801:17ff:fe17:190f,False,Gen2,mbnsu-w4xfc-pmdok-r2lwo-wxfr4-gigu5-4idcm-5uuuy-znvby-biiny-jqe,4jjya-hlyyc-s766p-fd6gr-d6tvv-vo3ah-j5ptx-i73gw-mwgyd-rw6w2-rae,MB Patrankos šūvis,REPLICA,Baltneta,"Europe,LT,Vilnius",UP,
357,c37f7-3shrz-2mk6g-e2zvp-3z6xc-uuk6r-6yegs-53uzt-c3vtf-dacsv-tae,,lj2,Ljubljana 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a03:a100:0:204:6801:c5ff:fea9:8c42,False,Gen2,eu5wc-g7r7l-zzy2o-227af-hfvin-orflw-4vdlf-j7gks-n5wrj-zezt7-tqe,kos24-5xact-6aror-uofg2-tnvt6-dq3bk-c2c5z-jtptt-jbqvc-lmegy-qae,Anonstake,REPLICA,Anonstake,"Europe,SI,Ljubljana",UP,
358,c3syk-l56ky-owcvg-y4ogf-3qfti-elv4e-2bqp7-k5v32-ibzm6-o4k6s-eqe,,hk1,HongKong 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:8a00:f:1:6801:f7ff:fe98:dfa,False,Gen2,vzsx4-ldpic-3zcoa-mfki2-gfsai-ok7ap-gb2sp-fxvaf-ckd7h-jluem-qqe,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,Unicom,"Asia,HK,HongKong",UP,
361,c4xi6-jnokz-uhpvd-lpwoe-hra3h-ph7ia-77clm-xfxf3-lskj2-4fohp-tqe,,zg1,Zagreb 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a02:2608:2002:0:6801:abff:feaa:29f2,True,Gen2,3sm7v-xy7wb-u52om-cq3td-wboo7-aj4fi-dqnam-jahlz-swqib-ynipm-mqe,kos24-5xact-6aror-uofg2-tnvt6-dq3bk-c2c5z-jtptt-jbqvc-lmegy-qae,Anonstake,REPLICA,Anonstake,"Europe,HR,Zagreb",UP,
364,c6kyc-37zic-3xhsz-smhba-moq5m-k6xqk-4355l-xtabo-jkeyf-aenq7-hqe,,kr2,Seoul 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:fb40:201:1001:6801:8bff:fefe:94fc,True,Gen2,5dwhe-vpbuf-zz5ml-ylu6k-7y2z2-36ywv-5e4wf-advxd-3endk-icvg4-cae,64xe5-tx2s3-4gjmj-pnozr-fejw2-77y5y-rhcjk-glnmx-62brf-qin5q-pqe,Web3game,UNASSIGNED,Gasan,"Asia,KR,Seoul",UP,
368,catzb-pqs4z-h25rr-jwdtx-hutzu-qqw4j-kkqux-w53ey-mg56o-tb4ay-fae,,wa3,Warszawa 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:c90:0:7:6801:9dff:fea1:f2a8,False,Gen2,rhuve-see6x-rv6g4-namsu-ckecy-uag4k-t3aih-rejnj-67tro-7ymwp-gae,ivf2y-crxj4-y6ewo-un35q-a7pum-wqmbw-pkepy-d6uew-bfmff-g5yxe-eae,Ivanov Oleksandr,UNASSIGNED,DataHouse,"Europe,PL,Warszawa",UP,
371,cekdc-hmzri-3u3or-ei7ip-su7ck-3xt6e-zsse2-tgakq-rolmv-6crkh-hqe,,nd1,New Delhi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:ff1:20:6801:8fff:fe0c:cff4,False,Gen2,ri4lg-drli2-d5zpi-tsseq-soivo-qrydm-cvjwd-dbmgz-al7fj-4al6w-iae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Marvelous Web3 DC,"Asia,IN,New Delhi",UP,
386,cl43a-f4cfk-5bhhf-ro5s7-q7w6d-2vqow-3apn6-psfrl-i53ay-pykvk-mqe,,pa2,Praha 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a01:5f0:a11:1300:6801:dbff:fe69:dc3f,False,Gen2,dm2ty-kun2w-em4v2-xshvb-3bmsj-mrjst-g246o-ik4kl-y3ckl-gvaqh-jae,diyay-s4rfq-xnx23-zczwi-nptra-5254n-e4zn6-p7tqe-vqhzr-sd4gd-bqe,Artem Horodyskyi,REPLICA,Coolhousing,"Europe,CZ,Praha",UP,
390,clgez-cnier-zieyq-77d3d-njbsf-p34cx-pbzm4-stdmo-wy62k-d5ng3-4ae,,fm1,Fremont,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:470:220:2080:6801:8ff:fef5:5893,True,Gen2,hoqyg-qkf6b-ulmyi-zfk6z-fuvlo-pekr6-goigz-qweij-xhghd-vibjl-jqe,hk7eo-22zam-kqmsx-dtfbj-k5i6f-jg65h-micpf-2cztc-t2eqk-efgvx-vqe,"NoviSystems, LLC",UNASSIGNED,Hurricane Electric,"North America,US,California",UP,
392,clpy5-qdkib-dop3e-vts5k-btmkp-qncpk-kn4jj-zfiiu-a6b4m-nscgs-fqe,IC_OrchestratorFlapping,hk4,HongKong 4,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:df7:fc80:5:6801:f6ff:fe00:2a75,False,Gen2,dg7of-7gsgk-b7ptj-mcrrc-bxcae-6yg2o-oa57j-64cyo-vbc4d-t3ax5-oqe,64xe5-tx2s3-4gjmj-pnozr-fejw2-77y5y-rhcjk-glnmx-62brf-qin5q-pqe,Web3game,REPLICA,hkntt,"Asia,HK,HongKong",DEGRADED,
394,cm3rj-g4kmg-trgdl-vredt-wqogy-qpzbh-x6bse-yqbyh-pqoqw-c336x-sqe,,kr1,Seoul 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0c:b641:b21:1b:6801:31ff:fe53:fb84,False,Gen2,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,UNASSIGNED,KT,"Asia,KR,Seoul",UP,
397,coqzx-lgyi2-hizw4-nax6t-mshs6-y4ml6-xon24-ioon4-rer4r-qtuan-cae,,kr2,Seoul 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:fb40:201:1001:6801:a7ff:fe41:589e,True,Gen2,5dwhe-vpbuf-zz5ml-ylu6k-7y2z2-36ywv-5e4wf-advxd-3endk-icvg4-cae,64xe5-tx2s3-4gjmj-pnozr-fejw2-77y5y-rhcjk-glnmx-62brf-qin5q-pqe,Web3game,API_BOUNDARY,Gasan,"Asia,KR,Seoul",UP,
398,covnt-jinzc-tezyn-anumv-iboot-y5ksq-63usw-mstsa-vaasd-rpb7v-xqe,,pl2,Panvel 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:100:15:6801:9cff:fe29:934c,False,Gen2,7rw6b-6r7qv-al3uk-rimg7-ifkjv-hettz-lhmly-t55g7-xrwac-25ayy-wae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,REPLICA,Yotta,"Asia,IN,Panvel",UP,
399,cp7d4-uiulo-a46se-yzti4-6qpmz-4rhug-d6rln-7aa5r-nc63x-6q7u7-aae,,tb1,Tbilisi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0a:5000:0:3:6801:b4ff:fe50:3786,False,Gen2,yhfy4-ny5ww-huz33-bkxym-eu27d-htlt4-yi77a-hvdqb-wpdlv-2cky7-uae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,REPLICA,Cloud9,"Asia,GE,Tbilisi",UP,
403,csrkp-dimpe-7dybx-jmzjj-tjcjf-t57c4-tf4cq-cjeix-6tyah-qkyre-zae,,se1,Washington 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2600:c00:2:100:6801:b4ff:fe6c:d9da,False,Gen1,xph6u-z3z2t-s7hh7-gtlxh-bbgbx-aatlm-eab4o-bsank-nqruh-3ub4q-sae,bvcsg-3od6r-jnydw-eysln-aql7w-td5zn-ay5m6-sibd2-jzojt-anwag-mqe,DFINITY Stiftung,UNASSIGNED,Evocative,"North America,US,Washington",UP,
405,ct3c3-aaohu-xben4-mbsjf-evtcb-bvf4i-qax6r-i4lm2-tcn6j-ybqpz-wae,,dr1,Utah 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2602:294:0:a05:6801:e6ff:fe39:65a0,True,Gen2,nhr3z-ekrj4-7usls-kmdbv-esy2j-3wvez-ck46k-qpdn6-i23c2-5xkgr-dae,trxbq-wy5xi-3y27q-bkpaf-mhi2m-puexs-yatgt-nhwiy-dh6jy-rolw5-zqe,"Privoxy Solutions, LLC",REPLICA,FiberState,"North America,US,Utah",UP,
406,ctgsx-urhsi-pslxe-6p2vy-5dlpy-mbo7b-zdpht-zzbqt-j7hga-qsptm-4ae,,hk1,HongKong 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:8a00:f:1:6801:99ff:fe4d:a8f8,False,Gen2,vzsx4-ldpic-3zcoa-mfki2-gfsai-ok7ap-gb2sp-fxvaf-ckd7h-jluem-qqe,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,Unicom,"Asia,HK,HongKong",UP,
411,cvryq-gpest-bfwqd-m6sce-7atse-publw-vcki4-yyny5-wb2su-yr44m-gae,IC_OrchestratorFlapping,hk4,HongKong 4,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:9140:0:5:6801:3aff:fec3:46fd,False,Gen2,aaxec-cijpz-vzdwe-546fi-vahtf-s2awa-ldn7q-mzl2j-gmvhz-56zlq-mqe,cgmhq-c4zja-yov4u-zeyao-64ua5-idlhb-ezcgr-cultv-3vqjs-dhwo7-rqe,Origin Game,REPLICA,hkntt,"Asia,HK,HongKong",DEGRADED,
412,cvx4p-7vyi4-bfhkf-avoox-3pek3-yzlip-u4sxf-d3udp-nzzsu-equkg-oqe,,bt1,Vilnius 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:1ab9:f002:5:6801:e4ff:fe20:6401,False,Gen2,mbnsu-w4xfc-pmdok-r2lwo-wxfr4-gigu5-4idcm-5uuuy-znvby-biiny-jqe,4jjya-hlyyc-s766p-fd6gr-d6tvv-vo3ah-j5ptx-i73gw-mwgyd-rw6w2-rae,MB Patrankos šūvis,REPLICA,Baltneta,"Europe,LT,Vilnius",UP,
416,cxuqe-ou4rp-y6vot-zzuar-x3qwp-3jj5s-abhs4-yxacr-nxl4p-2cgb5-jae,,nd1,New Delhi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:ff1:20:6801:cbff:fe93:b99e,False,Gen2,ri4lg-drli2-d5zpi-tsseq-soivo-qrydm-cvjwd-dbmgz-al7fj-4al6w-iae,7uioy-xitfw-yqcko-5gpya-3lpsw-dw7zt-dyyyf-wfqif-jvi76-fdbkg-cqe,Marvelous Web3,REPLICA,Marvelous Web3 DC,"Asia,IN,New Delhi",UP,
422,d46vh-m3zki-yvo54-bbb2b-rejve-nhgiy-6cb5m-amog7-25mpn-dnua4-7ae,,kr1,Seoul 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0c:b641:b21:2b:6801:5eff:fe75:a9e7,False,Gen2,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,REPLICA,KT,"Asia,KR,Seoul",UP,
426,d6thv-qf4lw-o3n7c-rfg5q-zupjh-25a2d-kaxkp-y5wr6-nzjly-w2bcy-pqe,,mn2,Melbourne 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2403:f000:300:6:6801:6ff:fe4e:1fd3,False,Gen2,l5lhp-734i5-tbott-vipvc-vud2f-pfh7r-g3227-tgkdj-4rggm-abc2e-cae,ihbuj-erwnc-tkjux-tqtnv-zkoar-uniy2-sk2go-xfpkc-znbb4-seukm-wqe,Icaria Systems Pty Ltd,REPLICA,NEXTDC,"Oceania,AU,Melbourne",UP,
432,dcbkk-imyhf-imyqt-ezzv4-g6krm-m7taq-l6mne-pqbmu-3ichw-y7x4r-2ae,,sl1,Seoul 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:ed0:a:101:6801:b9ff:fe66:4adf,False,Gen2,ukji3-ju5bx-ty5r7-qwk4p-eobil-isp26-fsomg-44kwf-j4ew7-ozkqy-wqe,4dibr-2alzr-h6kva-bvwn2-yqgsl-o577t-od46o-v275p-a2zov-tcw4f-eae,Neptune Partners,REPLICA,Megazone Cloud,"Asia,KR,Seoul",UP,
447,dnorv-obqlt-6fl2s-ylxsf-o6pwv-fssdj-63kdj-jjw5d-luhdg-xe2zn-2ae,,lj2,Ljubljana 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a03:a100:0:204:6801:99ff:feb5:f514,False,Gen2,eu5wc-g7r7l-zzy2o-227af-hfvin-orflw-4vdlf-j7gks-n5wrj-zezt7-tqe,kos24-5xact-6aror-uofg2-tnvt6-dq3bk-c2c5z-jtptt-jbqvc-lmegy-qae,Anonstake,REPLICA,Anonstake,"Europe,SI,Ljubljana",UP,
448,dnt7y-wwa7a-6kdko-zjtn6-nkahd-cfcn4-yw5ai-pc6jg-6g46r-qq6jr-uae,,nm1,Navi Mumbai 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:1016:0:6801:e3ff:fe73:edf7,False,Gen2,mpmyf-juliu-5qwcu-ofamg-es7ug-4mjt4-w5lht-dbrfb-ualjm-hcwmn-pae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,REPLICA,Rivram,"Asia,IN,Navi Mumbai",UP,
451,dofld-ghkjo-hynoo-myl2n-mgqql-vsbou-5sowc-bcwtw-u4sr7-4w4dy-nqe,,tb1,Tbilisi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0a:5000:0:3:6801:d0ff:fe95:c432,False,Gen2,yhfy4-ny5ww-huz33-bkxym-eu27d-htlt4-yi77a-hvdqb-wpdlv-2cky7-uae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,REPLICA,Cloud9,"Asia,GE,Tbilisi",UP,
453,dqhdk-ebgsg-zvcgz-wbwja-xdmng-li73v-yrkd2-mblw5-li2wp-blgx5-eqe,,tb1,Tbilisi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0a:5000:0:3:6801:9dff:feca:c43a,False,Gen2,yhfy4-ny5ww-huz33-bkxym-eu27d-htlt4-yi77a-hvdqb-wpdlv-2cky7-uae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,REPLICA,Cloud9,"Asia,GE,Tbilisi",UP,
456,dtf67-kbgf3-apiap-nxgwu-wtt3w-53scu-ep2yk-rfqm2-ccwod-jkdsh-tae,IC_OrchestratorFlapping,hk4,HongKong 4,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2001:df7:fc80:5:6801:b4ff:fe68:6fe2,False,Gen2,dg7of-7gsgk-b7ptj-mcrrc-bxcae-6yg2o-oa57j-64cyo-vbc4d-t3ax5-oqe,64xe5-tx2s3-4gjmj-pnozr-fejw2-77y5y-rhcjk-glnmx-62brf-qin5q-pqe,Web3game,UNASSIGNED,hkntt,"Asia,HK,HongKong",DEGRADED,
458,dur57-qqxpo-wmql5-bd7cz-atitx-5ivxi-ht3ni-lvb43-ms4w4-uyep4-iae,,tb1,Tbilisi 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0a:5000:0:3:6801:91ff:fe1b:785,False,Gen2,yhfy4-ny5ww-huz33-bkxym-eu27d-htlt4-yi77a-hvdqb-wpdlv-2cky7-uae,vegae-c4chr-aetfj-7gzuh-c23sx-u2paz-vmvbn-bcage-pu7lu-mptnn-eqe,George Bassadone,REPLICA,Cloud9,"Asia,GE,Tbilisi",UP,
465,dyycg-wc45f-jwks2-abddo-m3n5r-o5kxy-g5xhm-7ve4u-3tlk7-i7xec-oae,,pl2,Panvel 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:100:15:6801:afff:fe23:a9b6,True,Gen2,7rw6b-6r7qv-al3uk-rimg7-ifkjv-hettz-lhmly-t55g7-xrwac-25ayy-wae,zy4m7-z5mhs-zfkpl-zlsjl-blrbx-mvvmq-5z4zu-mf7eq-hhv7o-ezfro-3ae,Krishna Enterprises,REPLICA,Yotta,"Asia,IN,Panvel",UP,
470,e6334-h54qb-rfmfa-kktez-s5tjs-q2ihe-fazyk-ybuo5-leln6-v3cfi-dae,,jb2,Gauteng 2,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2c0f:e9f0:9804:9:6801:12ff:fe7a:6e35,False,Gen2,3bohy-zygmq-6novb-wm65r-3k3y2-deh42-7emld-zhqo7-xl2oa-iextm-fae,nmdd6-rouxw-55leh-wcbkn-kejit-njvje-p4s6e-v64d3-nlbjb-vipul-mae,Honeycomb Capital (Pty) Ltd,REPLICA,Africa Data Centres,"Africa,ZA,Gauteng",UP,
477,ecxbl-3dp33-mpskv-yvs6f-674ct-tpr4d-dhzdg-jfgf4-gzhny-n6zzx-lqe,,nm1,Navi Mumbai 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:7500:1016:0:6801:c4ff:feef:b8ea,False,Gen2,mpmyf-juliu-5qwcu-ofamg-es7ug-4mjt4-w5lht-dbrfb-ualjm-hcwmn-pae,ulyfm-vkxtj-o42dg-e4nam-l4tzf-37wci-ggntw-4ma7y-d267g-ywxi6-iae,Rivram Inc,REPLICA,Rivram,"Asia,IN,Navi Mumbai",UP,
481,efnid-smcmg-3orkr-3csy7-yo6jp-4vejo-zo2xa-zobrf-qkez7-5y3ui-3ae,,gn1,Greater Noida 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2406:1840:2100:1:6801:c3ff:feba:2017,False,Gen2,slaxf-2q2iy-ikmsy-u2jnq-ev2u2-z2ryl-5w4ri-uf2v3-hxfuc-yrdbx-uae,cp5ib-twnmx-h4dvd-isef2-tu44u-kb2ka-fise5-m4hta-hnxoq-k45mm-hqe,ACCUSET SOLUTIONS,REPLICA,Yotta,"Asia,IN,Greater Noida",UP,
495,eqe4v-xnyd5-sqimm-7qxav-sxmuf-c5jjj-bpqq3-ccpso-g6jqf-2a4yo-bqe,,rg1,Riga 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a00:17c0:c12:1234:6801:4dff:fe4e:fe5b,False,Gen2,5xayl-wn77t-4xafn-4fvvm-2ibo2-jdbqj-7au4o-ewjwn-fzrzm-tp3uu-vqe,ivf2y-crxj4-y6ewo-un35q-a7pum-wqmbw-pkepy-d6uew-bfmff-g5yxe-eae,Ivanov Oleksandr,REPLICA,DEAC,"Europe,LV,Riga",UP,
496,eteye-hwqyn-n36jd-isvcm-qxddm-jyai6-r5zvb-xnmd4-p7gye-x6cyz-7ae,,hk1,HongKong 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2401:8a00:f:1:6801:5ff:fe1c:531d,False,Gen2,vzsx4-ldpic-3zcoa-mfki2-gfsai-ok7ap-gb2sp-fxvaf-ckd7h-jluem-qqe,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,UNASSIGNED,Unicom,"Asia,HK,HongKong",UP,
497,euo2x-vl67u-3vtja-yrovf-oah6r-pq43e-pn522-j3zq2-pnly3-ad7wd-lqe,,pc1,Panama City 1,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2606:f180:9:1a:6801:b4ff:fe4e:71b5,False,Gen2,qaes5-yo2iq-rhzta-vsh6g-ksq6o-yxtlb-lakue-snalc-ubxec-h3hy6-hae,eatbv-nlydd-n655c-g7j7p-gnmpz-pszdg-6e6et-veobv-ftz2y-4m752-vqe,Bianca-Martina Rohner,REPLICA,Navegalo,"North America,PA,Panama City",UP,
506,f3t2w-pzmmm-65xb6-u2afi-y2ewh-gwvto-f7qtr-2xhv4-awen7-m3cdg-lqe,,kr1,Seoul 3,False,199fb796c4a81ac43c6886d21bfa2b66ee3a8cd6,2a0c:b641:b21:1b:6801:1dff:feab:f41a,False,Gen2,iubpe-vrzpt-cdf5f-kkzhq-rgp63-dkbfo-fje7f-6aknf-jekzg-3s7tv-oae,r3yjn-kthmg-pfgmb-2fngg-5c7d7-t6kqg-wi37r-j7gy6-iee64-kjdja-jae,Pindar Technology Limited,UNASSIGNED,KT,"Asia,KR,Seoul",UP,
